"categoria","nivel","id","palavra","imagem","imagemExiste","imagemTipo","som","somExiste","audioFallback"
"natureza","3","arco-iris","Arco-iris","assets/imagens/natureza/n3_arco-iris.png","True","placeholder","assets/sons/natureza/n3_arco-iris.mp3","False","tts:Arco-iris"
"natureza","3","cachoeira","Cachoeira","assets/imagens/natureza/n3_cachoeira.png","True","placeholder","assets/sons/natureza/n3_cachoeira.mp3","False","tts:Cachoeira"
"natureza","3","tempestade","Tempestade","assets/imagens/natureza/n3_tempestade.png","True","placeholder","assets/sons/natureza/n3_tempestade.mp3","False","tts:Tempestade"
"natureza","3","deserto","Deserto","assets/imagens/natureza/n3_deserto.png","True","placeholder","assets/sons/natureza/n3_deserto.mp3","False","tts:Deserto"
"natureza","3","por-do-sol","Por-do-sol","assets/imagens/natureza/n3_por-do-sol.png","True","placeholder","assets/sons/natureza/n3_por-do-sol.mp3","False","tts:Por-do-sol"
"natureza","3","vegetacao","Vegetacao","assets/imagens/natureza/n3_vegetacao.png","True","placeholder","assets/sons/natureza/n3_vegetacao.mp3","False","tts:Vegetacao"
"natureza","3","planicie","Planicie","assets/imagens/natureza/n3_planicie.png","True","placeholder","assets/sons/natureza/n3_planicie.mp3","False","tts:Planicie"
"natureza","3","penhasco","Penhasco","assets/imagens/natureza/n3_penhasco.png","True","placeholder","assets/sons/natureza/n3_penhasco.mp3","False","tts:Penhasco"
"natureza","3","oceano","Oceano","assets/imagens/natureza/n3_oceano.png","True","placeholder","assets/sons/natureza/n3_oceano.mp3","False","tts:Oceano"
"natureza","3","lagoa","Lagoa","assets/imagens/natureza/n3_lagoa.png","True","placeholder","assets/sons/natureza/n3_lagoa.mp3","False","tts:Lagoa"
"natureza","4","sol","Sol","assets/imagens/natureza/n4_sol.png","True","placeholder","assets/sons/natureza/n4_sol.mp3","False","tts:o sol"
"natureza","4","lua","Lua","assets/imagens/natureza/n4_lua.png","True","placeholder","assets/sons/natureza/n4_lua.mp3","False","tts:a lua"
"natureza","4","flor","Flor","assets/imagens/natureza/n4_flor.png","True","placeholder","assets/sons/natureza/n4_flor.mp3","False","tts:a flor"
"natureza","4","chuva","Chuva","assets/imagens/natureza/n4_chuva.png","True","placeholder","assets/sons/natureza/n4_chuva.mp3","False","tts:a chuva"
"natureza","4","arvore","Arvore","assets/imagens/natureza/n4_arvore.png","True","placeholder","assets/sons/natureza/n4_arvore.mp3","False","tts:a arvore"
"natureza","4","estrela","Estrela","assets/imagens/natureza/n4_estrela.png","True","placeholder","assets/sons/natureza/n4_estrela.mp3","False","tts:a estrela"
"natureza","4","montanha","Montanha","assets/imagens/natureza/n4_montanha.png","True","placeholder","assets/sons/natureza/n4_montanha.mp3","False","tts:a montanha"
"natureza","4","cachoeira","Cachoeira","assets/imagens/natureza/n4_cachoeira.png","True","placeholder","assets/sons/natureza/n4_cachoeira.mp3","False","tts:a cachoeira"
"natureza","4","floresta","Floresta","assets/imagens/natureza/n4_floresta.png","True","placeholder","assets/sons/natureza/n4_floresta.mp3","False","tts:a floresta"
"natureza","4","arco-iris","Arco-iris","assets/imagens/natureza/n4_arco-iris.png","True","placeholder","assets/sons/natureza/n4_arco-iris.mp3","False","tts:o arco-iris"
"brinquedos","1","bola","Bola","assets/imagens/brinquedos/n1_bola.png","True","placeholder","assets/sons/brinquedos/n1_bola.mp3","False","tts:Bola"
"brinquedos","1","piao","Piao","assets/imagens/brinquedos/n1_piao.png","True","placeholder","assets/sons/brinquedos/n1_piao.mp3","False","tts:Piao"
"brinquedos","1","dado","Dado","assets/imagens/brinquedos/n1_dado.png","True","placeholder","assets/sons/brinquedos/n1_dado.mp3","False","tts:Dado"
"brinquedos","1","peteca","Peteca","assets/imagens/brinquedos/n1_peteca.png","True","placeholder","assets/sons/brinquedos/n1_peteca.mp3","False","tts:Peteca"
"brinquedos","1","pipa","Pipa","assets/imagens/brinquedos/n1_pipa.png","True","placeholder","assets/sons/brinquedos/n1_pipa.mp3","False","tts:Pipa"
"brinquedos","1","corda","Corda","assets/imagens/brinquedos/n1_corda.png","True","placeholder","assets/sons/brinquedos/n1_corda.mp3","False","tts:Corda"
"brinquedos","1","bloco","Bloco","assets/imagens/brinquedos/n1_bloco.png","True","placeholder","assets/sons/brinquedos/n1_bloco.mp3","False","tts:Bloco"
"brinquedos","1","patins","Patins","assets/imagens/brinquedos/n1_patins.png","True","placeholder","assets/sons/brinquedos/n1_patins.mp3","False","tts:Patins"
"brinquedos","1","balao","Balao","assets/imagens/brinquedos/n1_balao.png","True","placeholder","assets/sons/brinquedos/n1_balao.mp3","False","tts:Balao"
"brinquedos","1","ioio","Ioio","assets/imagens/brinquedos/n1_ioio.png","True","placeholder","assets/sons/brinquedos/n1_ioio.mp3","False","tts:Ioio"
"brinquedos","1","sino","Sino","assets/imagens/brinquedos/n1_sino.png","True","placeholder","assets/sons/brinquedos/n1_sino.mp3","False","tts:Sino"
"brinquedos","1","apito","Apito","assets/imagens/brinquedos/n1_apito.png","True","placeholder","assets/sons/brinquedos/n1_apito.mp3","False","tts:Apito"
"brinquedos","2","boneca","Boneca","assets/imagens/brinquedos/n2_boneca.png","True","placeholder","assets/sons/brinquedos/n2_boneca.mp3","False","tts:Boneca"
"brinquedos","2","carrinho","Carrinho","assets/imagens/brinquedos/n2_carrinho.png","True","placeholder","assets/sons/brinquedos/n2_carrinho.mp3","False","tts:Carrinho"
"brinquedos","2","fantoche","Fantoche","assets/imagens/brinquedos/n2_fantoche.png","True","placeholder","assets/sons/brinquedos/n2_fantoche.mp3","False","tts:Fantoche"
"brinquedos","2","ursinho","Ursinho","assets/imagens/brinquedos/n2_ursinho.png","True","placeholder","assets/sons/brinquedos/n2_ursinho.mp3","False","tts:Ursinho"
"brinquedos","2","domino","Domino","assets/imagens/brinquedos/n2_domino.png","True","placeholder","assets/sons/brinquedos/n2_domino.mp3","False","tts:Domino"
"brinquedos","2","tambor","Tambor","assets/imagens/brinquedos/n2_tambor.png","True","placeholder","assets/sons/brinquedos/n2_tambor.mp3","False","tts:Tambor"
"brinquedos","2","balanco","Balanco","assets/imagens/brinquedos/n2_balanco.png","True","placeholder","assets/sons/brinquedos/n2_balanco.mp3","False","tts:Balanco"
"brinquedos","2","gangorra","Gangorra","assets/imagens/brinquedos/n2_gangorra.png","True","placeholder","assets/sons/brinquedos/n2_gangorra.mp3","False","tts:Gangorra"
"brinquedos","2","cavalinho","Cavalinho","assets/imagens/brinquedos/n2_cavalinho.png","True","placeholder","assets/sons/brinquedos/n2_cavalinho.mp3","False","tts:Cavalinho"
"brinquedos","2","escorrega","Escorrega","assets/imagens/brinquedos/n2_escorrega.png","True","placeholder","assets/sons/brinquedos/n2_escorrega.mp3","False","tts:Escorrega"
"brinquedos","2","gira-gira","Gira-gira","assets/imagens/brinquedos/n2_gira-gira.png","True","placeholder","assets/sons/brinquedos/n2_gira-gira.mp3","False","tts:Gira-gira"
"brinquedos","2","quebra-cabeca","Quebra-cabeca","assets/imagens/brinquedos/n2_quebra-cabeca.png","True","placeholder","assets/sons/brinquedos/n2_quebra-cabeca.mp3","False","tts:Quebra-cabeca"
"brinquedos","3","escorregador","Escorregador","assets/imagens/brinquedos/n3_escorregador.png","True","placeholder","assets/sons/brinquedos/n3_escorregador.mp3","False","tts:Escorregador"
"brinquedos","3","velocipede","Velocipede","assets/imagens/brinquedos/n3_velocipede.png","True","placeholder","assets/sons/brinquedos/n3_velocipede.mp3","False","tts:Velocipede"
"brinquedos","3","videogame","Videogame","assets/imagens/brinquedos/n3_videogame.png","True","placeholder","assets/sons/brinquedos/n3_videogame.mp3","False","tts:Videogame"
"brinquedos","3","patinete","Patinete","assets/imagens/brinquedos/n3_patinete.png","True","placeholder","assets/sons/brinquedos/n3_patinete.mp3","False","tts:Patinete"
"brinquedos","3","aeromodelo","Aeromodelo","assets/imagens/brinquedos/n3_aeromodelo.png","True","placeholder","assets/sons/brinquedos/n3_aeromodelo.mp3","False","tts:Aeromodelo"
"brinquedos","3","trenzinho","Trenzinho","assets/imagens/brinquedos/n3_trenzinho.png","True","placeholder","assets/sons/brinquedos/n3_trenzinho.mp3","False","tts:Trenzinho"
"brinquedos","3","bonecao","Bonecao","assets/imagens/brinquedos/n3_bonecao.png","True","placeholder","assets/sons/brinquedos/n3_bonecao.mp3","False","tts:Bonecao"
"brinquedos","3","pula-pula","Pula-pula","assets/imagens/brinquedos/n3_pula-pula.png","True","placeholder","assets/sons/brinquedos/n3_pula-pula.mp3","False","tts:Pula-pula"
"brinquedos","3","bolinha-de-gude","Bolinha-de-gude","assets/imagens/brinquedos/n3_bolinha-de-gude.png","True","placeholder","assets/sons/brinquedos/n3_bolinha-de-gude.mp3","False","tts:Bolinha-de-gude"
"brinquedos","3","barco-controle","Barco-controle","assets/imagens/brinquedos/n3_barco-controle.png","True","placeholder","assets/sons/brinquedos/n3_barco-controle.mp3","False","tts:Barco-controle"
"brinquedos","4","bola","Bola","assets/imagens/brinquedos/n4_bola.png","True","placeholder","assets/sons/brinquedos/n4_bola.mp3","False","tts:a bola"
"brinquedos","4","boneca","Boneca","assets/imagens/brinquedos/n4_boneca.png","True","placeholder","assets/sons/brinquedos/n4_boneca.mp3","False","tts:a boneca"
"brinquedos","4","carrinho","Carrinho","assets/imagens/brinquedos/n4_carrinho.png","True","placeholder","assets/sons/brinquedos/n4_carrinho.mp3","False","tts:o carrinho"
"brinquedos","4","ursinho","Ursinho","assets/imagens/brinquedos/n4_ursinho.png","True","placeholder","assets/sons/brinquedos/n4_ursinho.mp3","False","tts:o ursinho"
"brinquedos","4","pipa","Pipa","assets/imagens/brinquedos/n4_pipa.png","True","placeholder","assets/sons/brinquedos/n4_pipa.mp3","False","tts:a pipa"
"brinquedos","4","peteca","Peteca","assets/imagens/brinquedos/n4_peteca.png","True","placeholder","assets/sons/brinquedos/n4_peteca.mp3","False","tts:a peteca"
"brinquedos","4","tambor","Tambor","assets/imagens/brinquedos/n4_tambor.png","True","placeholder","assets/sons/brinquedos/n4_tambor.mp3","False","tts:o tambor"
"brinquedos","4","domino","Domino","assets/imagens/brinquedos/n4_domino.png","True","placeholder","assets/sons/brinquedos/n4_domino.mp3","False","tts:o domino"
"brinquedos","4","balao","Balao","assets/imagens/brinquedos/n4_balao.png","True","placeholder","assets/sons/brinquedos/n4_balao.mp3","False","tts:o balao"
"brinquedos","4","fantoche","Fantoche","assets/imagens/brinquedos/n4_fantoche.png","True","placeholder","assets/sons/brinquedos/n4_fantoche.mp3","False","tts:o fantoche"
"familia-pessoas","1","mae","Mae","assets/imagens/familia-pessoas/n1_mae.png","True","placeholder","assets/sons/familia-pessoas/n1_mae.mp3","False","tts:Mae"
"familia-pessoas","1","pai","Pai","assets/imagens/familia-pessoas/n1_pai.png","True","placeholder","assets/sons/familia-pessoas/n1_pai.mp3","False","tts:Pai"
"familia-pessoas","1","vo","Vo","assets/imagens/familia-pessoas/n1_vo.png","True","placeholder","assets/sons/familia-pessoas/n1_vo.mp3","False","tts:Vo"
"familia-pessoas","1","vo-2","Vo","assets/imagens/familia-pessoas/n1_vo-2.png","True","placeholder","assets/sons/familia-pessoas/n1_vo-2.mp3","False","tts:Vo"
"familia-pessoas","1","tia","Tia","assets/imagens/familia-pessoas/n1_tia.png","True","placeholder","assets/sons/familia-pessoas/n1_tia.mp3","False","tts:Tia"
"familia-pessoas","1","tio","Tio","assets/imagens/familia-pessoas/n1_tio.png","True","placeholder","assets/sons/familia-pessoas/n1_tio.mp3","False","tts:Tio"
"familia-pessoas","1","bebe","Bebe","assets/imagens/familia-pessoas/n1_bebe.png","True","placeholder","assets/sons/familia-pessoas/n1_bebe.mp3","False","tts:Bebe"
"familia-pessoas","1","avo","Avo","assets/imagens/familia-pessoas/n1_avo.png","True","placeholder","assets/sons/familia-pessoas/n1_avo.mp3","False","tts:Avo"
"familia-pessoas","1","avo-2","Avo","assets/imagens/familia-pessoas/n1_avo-2.png","True","placeholder","assets/sons/familia-pessoas/n1_avo-2.mp3","False","tts:Avo"
"familia-pessoas","1","primo","Primo","assets/imagens/familia-pessoas/n1_primo.png","True","placeholder","assets/sons/familia-pessoas/n1_primo.mp3","False","tts:Primo"
"familia-pessoas","1","filho","Filho","assets/imagens/familia-pessoas/n1_filho.png","True","placeholder","assets/sons/familia-pessoas/n1_filho.mp3","False","tts:Filho"
"familia-pessoas","1","neto","Neto","assets/imagens/familia-pessoas/n1_neto.png","True","placeholder","assets/sons/familia-pessoas/n1_neto.mp3","False","tts:Neto"
"familia-pessoas","2","irmao","Irmao","assets/imagens/familia-pessoas/n2_irmao.png","True","placeholder","assets/sons/familia-pessoas/n2_irmao.mp3","False","tts:Irmao"
"familia-pessoas","2","irma","Irma","assets/imagens/familia-pessoas/n2_irma.png","True","placeholder","assets/sons/familia-pessoas/n2_irma.mp3","False","tts:Irma"
"familia-pessoas","2","amigo","Amigo","assets/imagens/familia-pessoas/n2_amigo.png","True","placeholder","assets/sons/familia-pessoas/n2_amigo.mp3","False","tts:Amigo"
"familia-pessoas","2","vizinho","Vizinho","assets/imagens/familia-pessoas/n2_vizinho.png","True","placeholder","assets/sons/familia-pessoas/n2_vizinho.mp3","False","tts:Vizinho"
"familia-pessoas","2","medico","Medico","assets/imagens/familia-pessoas/n2_medico.png","True","placeholder","assets/sons/familia-pessoas/n2_medico.mp3","False","tts:Medico"
"familia-pessoas","2","bombeiro","Bombeiro","assets/imagens/familia-pessoas/n2_bombeiro.png","True","placeholder","assets/sons/familia-pessoas/n2_bombeiro.mp3","False","tts:Bombeiro"
"familia-pessoas","2","pintor","Pintor","assets/imagens/familia-pessoas/n2_pintor.png","True","placeholder","assets/sons/familia-pessoas/n2_pintor.mp3","False","tts:Pintor"
"familia-pessoas","2","carteiro","Carteiro","assets/imagens/familia-pessoas/n2_carteiro.png","True","placeholder","assets/sons/familia-pessoas/n2_carteiro.mp3","False","tts:Carteiro"
"familia-pessoas","2","dentista","Dentista","assets/imagens/familia-pessoas/n2_dentista.png","True","placeholder","assets/sons/familia-pessoas/n2_dentista.mp3","False","tts:Dentista"
"familia-pessoas","2","pedreiro","Pedreiro","assets/imagens/familia-pessoas/n2_pedreiro.png","True","placeholder","assets/sons/familia-pessoas/n2_pedreiro.mp3","False","tts:Pedreiro"
"familia-pessoas","2","motorista","Motorista","assets/imagens/familia-pessoas/n2_motorista.png","True","placeholder","assets/sons/familia-pessoas/n2_motorista.mp3","False","tts:Motorista"
"familia-pessoas","2","professor","Professor","assets/imagens/familia-pessoas/n2_professor.png","True","placeholder","assets/sons/familia-pessoas/n2_professor.mp3","False","tts:Professor"
"familia-pessoas","3","veterinario","Veterinario","assets/imagens/familia-pessoas/n3_veterinario.png","True","placeholder","assets/sons/familia-pessoas/n3_veterinario.mp3","False","tts:Veterinario"
"familia-pessoas","3","cabeleireiro","Cabeleireiro","assets/imagens/familia-pessoas/n3_cabeleireiro.png","True","placeholder","assets/sons/familia-pessoas/n3_cabeleireiro.mp3","False","tts:Cabeleireiro"
"familia-pessoas","3","advogado","Advogado","assets/imagens/familia-pessoas/n3_advogado.png","True","placeholder","assets/sons/familia-pessoas/n3_advogado.mp3","False","tts:Advogado"
"familia-pessoas","3","engenheiro","Engenheiro","assets/imagens/familia-pessoas/n3_engenheiro.png","True","placeholder","assets/sons/familia-pessoas/n3_engenheiro.mp3","False","tts:Engenheiro"
"familia-pessoas","3","arquiteto","Arquiteto","assets/imagens/familia-pessoas/n3_arquiteto.png","True","placeholder","assets/sons/familia-pessoas/n3_arquiteto.mp3","False","tts:Arquiteto"
"familia-pessoas","3","fisioterapeuta","Fisioterapeuta","assets/imagens/familia-pessoas/n3_fisioterapeuta.png","True","placeholder","assets/sons/familia-pessoas/n3_fisioterapeuta.mp3","False","tts:Fisioterapeuta"
"familia-pessoas","3","nutricionista","Nutricionista","assets/imagens/familia-pessoas/n3_nutricionista.png","True","placeholder","assets/sons/familia-pessoas/n3_nutricionista.mp3","False","tts:Nutricionista"
"familia-pessoas","3","farmaceutico","Farmaceutico","assets/imagens/familia-pessoas/n3_farmaceutico.png","True","placeholder","assets/sons/familia-pessoas/n3_farmaceutico.mp3","False","tts:Farmaceutico"
"familia-pessoas","3","jornalista","Jornalista","assets/imagens/familia-pessoas/n3_jornalista.png","True","placeholder","assets/sons/familia-pessoas/n3_jornalista.mp3","False","tts:Jornalista"
"familia-pessoas","3","astronauta","Astronauta","assets/imagens/familia-pessoas/n3_astronauta.png","True","placeholder","assets/sons/familia-pessoas/n3_astronauta.mp3","False","tts:Astronauta"
"familia-pessoas","4","mae","Mae","assets/imagens/familia-pessoas/n4_mae.png","True","placeholder","assets/sons/familia-pessoas/n4_mae.mp3","False","tts:a mae"
"familia-pessoas","4","pai","Pai","assets/imagens/familia-pessoas/n4_pai.png","True","placeholder","assets/sons/familia-pessoas/n4_pai.mp3","False","tts:o pai"
"familia-pessoas","4","bebe","Bebe","assets/imagens/familia-pessoas/n4_bebe.png","True","placeholder","assets/sons/familia-pessoas/n4_bebe.mp3","False","tts:o bebe"
"familia-pessoas","4","irmao","Irmao","assets/imagens/familia-pessoas/n4_irmao.png","True","placeholder","assets/sons/familia-pessoas/n4_irmao.mp3","False","tts:o irmao"
"familia-pessoas","4","amigo","Amigo","assets/imagens/familia-pessoas/n4_amigo.png","True","placeholder","assets/sons/familia-pessoas/n4_amigo.mp3","False","tts:o amigo"
"familia-pessoas","4","medico","Medico","assets/imagens/familia-pessoas/n4_medico.png","True","placeholder","assets/sons/familia-pessoas/n4_medico.mp3","False","tts:o medico"
"familia-pessoas","4","bombeiro","Bombeiro","assets/imagens/familia-pessoas/n4_bombeiro.png","True","placeholder","assets/sons/familia-pessoas/n4_bombeiro.mp3","False","tts:o bombeiro"
"familia-pessoas","4","professor","Professor","assets/imagens/familia-pessoas/n4_professor.png","True","placeholder","assets/sons/familia-pessoas/n4_professor.mp3","False","tts:o professor"
"familia-pessoas","4","professora","Professora","assets/imagens/familia-pessoas/n4_professora.png","True","placeholder","assets/sons/familia-pessoas/n4_professora.mp3","False","tts:a professora"
"familia-pessoas","4","veterinario","Veterinario","assets/imagens/familia-pessoas/n4_veterinario.png","True","placeholder","assets/sons/familia-pessoas/n4_veterinario.mp3","False","tts:o veterinario"
